Date,;Region,;Trigger,;Weak Layer,Depth_inches,Vertical_inches,;Aspect,Elevation_feet,Coordinates
2020-03-27,Ogden,Skier,New Snow/Old Snow Interface,8,1800.0,Southeast,6800.0,"41.326515304280, -111.903229939020"
2020-03-26,Salt Lake,Natural,New Snow/Old Snow Interface,12,1800.0,North,10200.0,"40.591698243531, -111.598026739680"
2020-03-28,Skyline,Skier,Density Change,5,6000.0,Unknown,10000.0,"39.513228846775, -111.324602352730"
2020-03-27,Uintas,Snowmobiler,Facets,36,2400.0,North,9900.0,"40.692125437653, -111.192369448310"
2020-04-02,Salt Lake,Natural,New Snow/Old Snow Interface,7,3000.0,Northeast,10300.0,"40.588582784920, -111.601479093010"
2020-04-02,Logan,Snowboarder,New Snow,16,6000.0,East,9300.0,"41.935838465851, -111.664631353930"
2020-04-03,Uintas,Snowmobiler,Facets,36,5400.0,Northwest,10900.0,"40.708555829480, -110.941507803610"
2020-04-03,Logan,Snowmobiler,New Snow/Old Snow Interface,14,5400.0,Northeast,9200.0,"41.891352199252, -111.661283957070"
2020-04-01,Uintas,Natural,Ground Interface,48,7200.0,North,11100.0,"40.682200168775, -110.888571726510"
2020-04-05,Salt Lake,Natural,New Snow/Old Snow Interface,16,4200.0,Northeast,10500.0,"40.585286602999, -111.606705785090"
2020-04-05,Logan,Skier,Wet grains,8,6000.0,Southeast,7600.0,"41.816753055109, -111.678385721740"
2020-04-04,Logan,Snowmobiler,New Snow/Old Snow Interface,18,8400.0,Northeast,9000.0,"42.090197456323, -111.574573504070"
2020-04-16,Logan,Skier,New Snow/Old Snow Interface,14,6000.0,North,9200.0,"41.950996788613, -111.619607793410"
2020-04-28,Logan,Natural,Wet grains,48,18000.0,East,9200.0,"41.662126712338, -112.017371099370"
2020-05-30,Logan,Natural,Wet grains,16,15000.0,North,9500.0,"41.976488742109, -111.665344465280"
2020-05-06,Salt Lake,Natural,Unknown,3,8400.0,Northwest,10300.0,"40.581820940651, -111.580767829060"
2020-11-09,Salt Lake,Natural,New Snow,6,4800.0,North,10400.0,"40.597987515834, -111.609570967280"
2020-12-14,Salt Lake,Skier,Facets,20,3000.0,Northeast,10200.0,"40.591975244661, -111.608540999000"
2020-12-17,Salt Lake,Skier,Facets,10,5400.0,North,9600.0,"40.634791811765, -111.562984897870"
2020-12-17,Salt Lake,Skier,Facets,24,3600.0,Northeast,9600.0,"40.584784584862, -111.587805945500"
2020-12-17,Salt Lake,Skier,Facets,10,2400.0,East,9200.0,"40.445542752519, -111.532673910280"
2020-12-18,Salt Lake,Natural,Facets,18,3600.0,Northeast,9400.0,"40.645024230557, -111.596589075640"
2020-12-18,Uintas,Snowmobiler,Facets,30,1800.0,Northeast,10000.0,"40.393169051609, -111.169838892600"
2020-12-18,Logan,Natural,New Snow/Old Snow Interface,10,480.0,West,7000.0,"41.954830686617, -111.541464315980"
2020-12-18,Logan,Snowmobiler,Facets,10,600.0,East,7500.0,"41.888246903992, -111.602039324360"
2020-12-18,Logan,Natural,Facets,12,1500.0,North,8200.0,"41.890087097237, -111.642808901390"
2020-12-17,Skyline,Natural,Facets,14,3600.0,Northeast,10400.0,"39.415238948419, -111.387037741550"
2020-12-19,Salt Lake,Unknown,Facets,20,2400.0,Northeast,9800.0,"40.614603989160, -111.668107496810"
2020-12-18,Salt Lake,Natural,Depth Hoar,18,3600.0,North,9800.0,"40.598834730098, -111.625835882740"
2020-12-20,Salt Lake,Skier,Depth Hoar,16,1200.0,Northeast,10100.0,"40.602451562534, -111.632316099710"
2020-12-20,Provo,Snowmobiler,Facets,10,480.0,Northeast,8400.0,"40.545746350093, -111.550285970950"
2020-12-24,Salt Lake,Skier,Facets,20,7200.0,East,9800.0,"40.640584836449, -111.576156994200"
2020-12-22,Skyline,Natural,Facets,12,1800.0,Northeast,9900.0,"39.572153039013, -111.285414206410"
2020-12-25,Salt Lake,Skier,Facets,20,1800.0,Northeast,9600.0,"40.613773263613, -111.643795954290"
2020-12-24,Uintas,Unknown,Facets,12,1200.0,Northeast,8200.0,"40.505642065804, -111.075596796670"
2020-12-28,Salt Lake,Skier,Facets,12,2400.0,North,9400.0,"40.671492237929, -111.625277983260"
2020-12-27,Logan,Natural,Facets,30,3000.0,East,8700.0,"41.910102166225, -111.627037512380"
2020-12-27,Uintas,Snowboarder,Facets,18,1800.0,Northeast,9600.0,"40.487040193786, -111.040062891650"
2020-12-29,Uintas,Unknown,Facets,24,6000.0,Northeast,10200.0,"40.815496079107, -110.915866127400"
2020-12-29,Uintas,Snowmobiler,Facets,16,360.0,Northeast,9800.0,"40.815912864360, -110.913099242590"
2020-12-31,Uintas,Unknown,Depth Hoar,24,3600.0,Northeast,9500.0,"40.376736936275, -111.150379093760"
2020-12-28,Uintas,Snowmobiler,Facets,30,2400.0,Northeast,10000.0,"40.870789204655, -110.971784578960"
2021-01-01,Logan,Snowboarder,Facets,4,360.0,West,7000.0,"41.955086005660, -111.540970789520"
2020-12-28,Moab,Natural,Facets,24,10800.0,Northeast,11400.0,"38.448547403381, -109.262831198630"
2020-12-28,Moab,Natural,Facets,20,4800.0,Northeast,11200.0,"38.448782672128, -109.260749804420"
2020-12-28,Moab,Natural,Facets,36,4800.0,Northeast,11000.0,"38.448211303839, -109.259977328230"
2020-12-28,Moab,Natural,Facets,24,7200.0,North,10700.0,"38.453252632588, -109.264311777990"
2020-12-28,Moab,Natural,Facets,24,6000.0,North,10600.0,"38.454059212502, -109.266586291230"
2021-01-05,Salt Lake,Skier,Facets,16,4800.0,North,9900.0,"40.598671805113, -111.626651274280"
2021-01-05,Logan,Snowmobiler,Facets,20,600.0,East,7500.0,"41.888430460246, -111.602166607170"
2021-01-05,Salt Lake,Skier,New Snow/Old Snow Interface,16,1800.0,Northeast,8800.0,"40.616819206790, -111.632552134100"
2021-01-06,Logan,Snowmobiler,Facets,30,8400.0,Northeast,9600.0,"41.703771169837, -111.711322516820"
2021-01-07,Uintas,Skier,Facets,30,720.0,Northeast,9800.0,"40.744916020775, -111.099972712180"
2021-01-06,Uintas,Natural,Facets,24,3000.0,Northeast,10400.0,"40.833748918156, -111.002619253790"
2021-01-08,Logan,Snow Bike,Facets,36,4200.0,Northwest,8900.0,"41.965074560393, -111.639482962210"
2021-01-08,Salt Lake,Skier,Facets,24,4800.0,East,9800.0,"40.652013353947, -111.592986738460"
2021-01-08,Uintas,Natural,Unknown,24,4200.0,North,11200.0,"40.704281227649, -110.908527603530"
2021-01-08,Uintas,Natural,Facets,24,2400.0,North,10700.0,"40.685105235876, -110.898571243660"
2021-01-08,Logan,Unknown,Facets,24,7200.0,Northeast,9200.0,"41.959841135926, -111.650748240060"
2021-01-10,Salt Lake,Snowboarder,Facets,16,2100.0,Northeast,9200.0,"40.641274979667, -111.577462932700"
2021-01-23,Ogden,Skier,New Snow/Old Snow Interface,14,960.0,Northeast,7000.0,"41.379384734770, -111.936950670760"
2021-01-24,Uintas,Snowmobiler,Facets,30,1200.0,Northeast,9600.0,"40.699771767708, -111.203055369030"
2021-01-23,Salt Lake,Skier,New Snow/Old Snow Interface,18,600.0,Northeast,9700.0,"40.547094250888, -111.683878885810"
2021-01-24,Moab,Natural,Facets,30,7200.0,North,11200.0,"38.451135317413, -109.264676558420"
2021-01-23,Salt Lake,Natural,New Snow/Old Snow Interface,18,2400.0,Northeast,9800.0,"40.581073569535, -111.558158384870"
2021-01-24,Salt Lake,Natural,New Snow/Old Snow Interface,15,2400.0,Northeast,9800.0,"40.543026009383, -111.637315737320"
2021-01-27,Salt Lake,Natural,Facets,24,2400.0,Northeast,8200.0,"40.906234635906, -111.777187572910"
2021-01-27,Uintas,Natural,New Snow/Old Snow Interface,14,6000.0,Northeast,9800.0,"40.803039668688, -111.021883565210"
2021-01-27,Uintas,Natural,Facets,18,1200.0,Unknown,10000.0,"40.833229393236, -110.989851938890"
2021-01-27,Ogden,Skier,Density Change,12,600.0,Northeast,7700.0,"41.376766298886, -111.942929314640"
2021-01-28,Uintas,Skier,Facets,15,1200.0,North,9600.0,"40.803285087851, -111.034966786180"
2021-01-28,Logan,Natural,New Snow/Old Snow Interface,18,6000.0,East,9500.0,"41.701592388750, -111.711301059150"
2021-01-29,Salt Lake,Natural,Facets,36,2400.0,Northeast,10000.0,"40.599241914537, -111.627157673250"
2021-01-30,Uintas,Snowmobiler,Facets,48,4200.0,Northeast,10200.0,"40.873091096034, -110.977492319750"
2021-01-30,Salt Lake,Skier,Facets,42,21000.0,Northwest,10000.0,"40.669379740080, -111.685908781560"
2021-01-30,Uintas,Skier,Facets,30,7200.0,North,10500.0,"40.844902568791, -110.997576700850"
2021-01-30,Moab,Natural,Facets,36,12000.0,Northeast,11600.0,"38.448107418117, -109.263795330640"
2021-01-26,Abajos,Natural,Facets,30,2400.0,Northeast,10200.0,"37.851475671733, -109.467322082260"
2021-01-26,Abajos,Snowmobiler,Facets,20,600.0,East,10300.0,"37.846880877383, -109.471441955340"
2021-01-30,Salt Lake,Skier,Facets,24,3000.0,Northeast,9400.0,"40.667711504163, -111.599650012570"
2021-01-30,Logan,Snowmobiler,Facets,36,6000.0,East,9500.0,"41.978803003560, -111.658471538800"
2021-01-30,Uintas,Snowmobiler,Facets,24,2400.0,Northeast,10200.0,"40.881073537296, -110.999293314620"
2021-01-31,Skyline,Snowmobiler,Facets,42,4800.0,Northeast,10000.0,"39.596875476884, -111.305453526260"
2021-01-30,Logan,Natural,Facets,24,7200.0,East,9600.0,"41.704543046523, -111.712288843690"
2021-01-30,Logan,Natural,Facets,36,9600.0,East,9500.0,"41.904230417234, -111.671196669970"
2021-02-01,Uintas,Skier,Surface Hoar,30,2400.0,East,10600.0,"40.843813909932, -111.020407663970"
2021-02-05,Logan,Natural,Unknown,10,7200.0,North,6400.0,"41.829697268267, -111.598874317720"
2021-02-06,Logan,Unknown,Unknown,2,4800.0,East,7900.0,"41.908632759727, -111.625920981820"
2021-02-05,Uintas,Natural,Facets,96,6000.0,Northeast,10300.0,"40.826662463660, -110.960776793170"
2021-02-06,Uintas,Skier,Facets,36,2100.0,Northeast,10000.0,"40.824576539894, -110.957665430720"
2021-02-06,Skyline,Snowmobiler,Facets,24,1200.0,Northeast,10100.0,"39.301387341014, -111.469006049040"
2021-02-05,Skyline,Natural,Facets,30,600.0,North,10100.0,"39.305219549979, -111.473726736900"
2021-02-07,Salt Lake,Natural,Depth Hoar,24,1200.0,Northeast,8700.0,"40.701008113119, -111.603069292620"
2021-02-06,Uintas,Natural,Facets,24,4800.0,Southeast,10000.0,"40.377367181146, -111.173624681980"
2021-02-07,Uintas,Natural,Facets,24,3600.0,Northeast,10200.0,"40.387455631152, -111.176396521180"
2021-02-06,Uintas,Snowmobiler,Ground Interface,36,7200.0,Northeast,10400.0,"40.379532013655, -111.173521193140"
2021-02-06,Salt Lake,Skier,Facets,42,4800.0,Northeast,9600.0,"40.675560803301, -111.671819674080"
2021-02-06,Uintas,Snowmobiler,Facets,72,12000.0,Northeast,10800.0,"40.812217693622, -110.953910338090"
2021-02-08,Logan,Snowmobiler,Depth Hoar,48,720.0,East,7600.0,"41.923444189204, -111.458530413240"
2021-02-07,Skyline,Natural,Facets,48,2100.0,East,10200.0,"39.242241018041, -111.467373120040"
2021-02-06,Uintas,Natural,Ground Interface,42,4800.0,Northeast,10500.0,"40.844755395508, -111.004507528940"
2021-02-06,Logan,Natural,Facets,36,6000.0,East,9200.0,"41.912654198385, -111.653193683060"
2021-02-06,Logan,Natural,Facets,36,9600.0,North,9500.0,"41.901829860702, -111.666067554710"
2021-02-05,Logan,Natural,Facets,36,7200.0,Northeast,9000.0,"41.856376045636, -111.684177829990"
2021-02-07,Skyline,Snowmobiler,Facets,30,1500.0,East,10200.0,"39.282778441227, -111.464369045960"
2021-02-07,Skyline,Snowmobiler,Facets,30,1200.0,North,10200.0,"39.252427419901, -111.470205532780"
2021-02-06,Skyline,Snowmobiler,Facets,48,1800.0,East,10200.0,"39.235223781608, -111.468834387660"
2021-02-06,Skyline,Natural,Facets,42,1800.0,East,10200.0,"39.285412562351, -111.458618389840"
2021-02-11,Logan,Snowmobiler,Facets,48,1200.0,East,8300.0,"41.932645940650, -111.508162008860"
2021-02-12,Salt Lake,Natural,New Snow/Old Snow Interface,14,6000.0,East,10300.0,"40.582279522353, -111.578478800370"
2021-02-12,Salt Lake,Skier,New Snow,7,3600.0,Northeast,9300.0,"40.661704015206, -111.644988508720"
2021-02-13,Logan,Skier,Facets,48,7200.0,Southeast,8800.0,"41.921504771390, -111.629610646640"
2021-02-13,Logan,Natural,Facets,48,15000.0,Northeast,8200.0,"41.649487643509, -112.003383623620"
2021-02-14,Salt Lake,Natural,Depth Hoar,36,12000.0,Unknown,9500.0,"40.669832191946, -111.719326960160"
2021-02-13,Salt Lake,Natural,Unknown,36,15000.0,East,10600.0,"40.599127994073, -111.667957293100"
2021-02-14,Skyline,Skier,Facets,36,480.0,Northeast,9900.0,"39.571686056171, -111.273224102750"
2021-02-14,Uintas,Natural,Ground Interface,36,18000.0,Northeast,10400.0,"40.832320214828, -111.082613455460"
2021-02-12,Salt Lake,Natural,Depth Hoar,36,15000.0,North,9800.0,"40.630293536821, -111.666262137000"
2021-02-12,Ogden,Unknown,Unknown,30,15000.0,Northeast,8500.0,"41.211049942862, -111.878226386570"
2021-02-17,Skyline,Natural,Facets,36,2400.0,Northwest,9100.0,"39.460599950557, -111.381379353160"
2021-02-17,Uintas,Explosive,Ground Interface,54,12000.0,Northeast,10000.0,"40.822870515439, -111.086518751760"
2021-02-17,Skyline,Snowmobiler,Facets,30,240.0,Unknown,8900.0,"39.321651835113, -111.485155093860"
2021-02-15,Skyline,Natural,Facets,20,7200.0,Northeast,8600.0,"39.568049878780, -111.184992300910"
2021-02-17,Logan,Natural,Depth Hoar,72,36000.0,East,8700.0,"41.804206104701, -111.658644663400"
2021-02-17,Salt Lake,Natural,Facets,42,4800.0,Northeast,10400.0,"40.578661598674, -111.598176943370"
2021-02-17,Salt Lake,Natural,Facets,54,9600.0,East,10500.0,"40.584398035469, -111.598198401050"
2021-02-17,Skyline,Natural,Facets,30,3600.0,East,9700.0,"39.424696289151, -111.284126746080"
2021-02-17,Skyline,Natural,Facets,24,3600.0,East,9600.0,"39.484354679505, -111.275715338620"
2021-02-18,Uintas,Unknown,Facets,30,3600.0,East,9700.0,"40.483058070423, -111.126022326140"
2021-02-17,Skyline,Natural,Facets,36,4800.0,Southwest,9900.0,"39.310078140218, -111.458575474490"
2021-02-17,Skyline,Natural,Facets,36,1200.0,North,10100.0,"39.296807122336, -111.459004627940"
2021-02-17,Skyline,Natural,Facets,30,960.0,North,9800.0,"39.303322843423, -111.459219204650"
2021-02-20,Logan,Snowmobiler,Depth Hoar,48,6000.0,Northeast,9000.0,"42.044799147502, -111.649460779750"
2021-02-21,Skyline,Snowmobiler,Facets,48,7200.0,Northeast,10800.0,"39.435966507939, -111.354507910630"
2021-02-21,Skyline,Natural,Facets,42,9600.0,North,10200.0,"39.389534758328, -111.398710715180"
2021-02-21,Skyline,Natural,Facets,30,4200.0,North,10000.0,"39.294419754710, -111.492094504240"
2021-02-18,Skyline,Snowmobiler,Facets,30,2400.0,Northeast,10100.0,"39.244959752347, -111.491276966800"
2021-02-21,Skyline,Natural,Facets,36,1800.0,Southeast,10000.0,"39.284574947204, -111.458963858490"
2021-02-21,Skyline,Natural,Facets,36,6000.0,North,10500.0,"39.377160121587, -111.426004874110"
2021-02-21,Uintas,Unknown,Facets,36,1800.0,Northwest,10100.0,"40.836930919465, -111.075596796670"
2021-02-21,Skyline,Natural,Facets,36,4200.0,North,10000.0,"39.488248611584, -111.345534311880"
2021-02-22,Skyline,Natural,Facets,60,8400.0,Northeast,11200.0,"39.400770867830, -111.370489584560"
2021-02-21,Skyline,Natural,Facets,48,10800.0,Northeast,10800.0,"39.374022992179, -111.423125254250"
2021-02-21,Skyline,Natural,Facets,36,3000.0,Northeast,11000.0,"39.408066073663, -111.373407827970"
2021-02-17,Skyline,Natural,Facets,30,4200.0,East,10400.0,"39.428853223507, -111.345856176970"
2021-02-21,Skyline,Natural,New Snow/Old Snow Interface,48,3000.0,Northeast,9700.0,"39.618354987476, -111.310601221680"
2021-02-21,Skyline,Natural,Facets,30,4200.0,Northeast,9900.0,"39.606533512145, -111.290409552200"
2021-02-21,Skyline,Natural,Facets,36,9600.0,Northeast,10100.0,"39.571013970397, -111.286032187110"
2021-02-21,Skyline,Natural,Facets,36,9600.0,Northeast,10300.0,"39.535234608576, -111.280431734680"
2021-02-21,Skyline,Natural,Facets,42,6000.0,East,10200.0,"39.566084774476, -111.299078451760"
2021-02-21,Skyline,Natural,Facets,42,4800.0,Southeast,10000.0,"39.563655334884, -111.296353327400"
2021-02-17,Skyline,Natural,Facets,36,6000.0,Northeast,10300.0,"39.547177452747, -111.300215708390"
2021-02-17,Skyline,Natural,Facets,36,6000.0,North,10000.0,"39.551252067038, -111.315622316950"
2021-02-21,Skyline,Natural,Facets,36,7200.0,North,10400.0,"39.536454801321, -111.286826120990"
2021-02-17,Skyline,Natural,Facets,36,4800.0,Northwest,10000.0,"39.542345845747, -111.309142099980"
2021-02-17,Skyline,Natural,Facets,36,6000.0,North,10200.0,"39.529901254374, -111.307511316900"
2021-02-21,Skyline,Natural,Facets,36,6000.0,Northeast,10600.0,"39.523394537022, -111.300022589340"
2021-02-21,Skyline,Natural,Facets,36,9600.0,Northeast,10200.0,"39.507852965609, -111.319270121220"
2021-02-21,Skyline,Natural,Facets,36,6000.0,Northeast,10500.0,"39.514474808631, -111.302790629030"
2021-02-23,Uintas,Explosive,Facets,60,12000.0,East,10300.0,"40.842775013775, -111.069481360110"
2021-02-22,Uintas,Natural,Depth Hoar,30,12000.0,East,9700.0,"40.790549514454, -111.113405214920"
2021-02-21,Skyline,Natural,Facets,30,960.0,Northeast,9300.0,"39.649899525041, -111.221058355940"
2021-02-21,Skyline,Natural,Facets,36,6000.0,Southeast,10100.0,"39.548920278813, -111.292126165990"
2021-02-17,Skyline,Natural,Facets,30,1200.0,Northeast,9000.0,"39.545594531965, -111.256270395900"
2021-03-07,Uintas,Snowmobiler,Facets,48,1200.0,Northeast,9600.0,"40.691832582033, -111.184623228700"
2021-03-08,Skyline,Natural,Facets,10,2400.0,East,8200.0,"39.496410037279, -111.159732329020"
2021-03-14,Southwest,Natural,Unknown,18,3600.0,Southwest,11400.0,"38.346048637323, -112.363250242680"
2021-03-16,Uintas,Skier,New Snow/Old Snow Interface,7,2400.0,South,9800.0,"40.836671169980, -111.066069590240"
2021-02-22,Skyline,Natural,Facets,6,2400.0,East,10200.0,"39.270131841657, -111.462800489990"
2021-03-21,Uintas,Snowmobiler,Facets,2,600.0,North,10200.0,"40.811730480987, -110.909814821900"
2021-04-01,Logan,Natural,New Snow/Old Snow Interface,12,9600.0,Southeast,8000.0,"41.635104104856, -111.998876780850"
2021-03-28,Skyline,Natural,Facets,18,2400.0,Northeast,8500.0,"39.569147092418, -111.184859263090"
2021-04-07,Salt Lake,Natural,Ground Interface,120,21000.0,Northeast,10400.0,"40.597685082181, -111.719281362590"
2021-04-26,Salt Lake,Skier,New Snow/Old Snow Interface,12,4800.0,North,10200.0,"40.599290917947, -111.642014967520"
2021-04-27,Logan,Natural,Wet grains,8,6000.0,Northeast,8800.0,"41.655511949817, -112.013038844460"
2021-10-24,Uintas,Hiker,New Snow/Old Snow Interface,12,4800.0,North,10800.0,"40.704261544023, -110.908806311300"
2021-12-09,Salt Lake,Natural,Density Change,4,1800.0,Northeast,10000.0,"40.594240093208, -111.608798491090"
2021-12-10,Salt Lake,Snowboarder,Facets,14,4800.0,East,10300.0,"40.592056715365, -111.608455168330"
2021-12-10,Logan,Unknown,Density Change,6,1200.0,North,8600.0,"41.886783656129, -111.647057520440"
2021-12-09,Skyline,Natural,Facets,15,1200.0,Northeast,9700.0,"39.602540401718, -111.282191263790"
2021-12-10,Salt Lake,Skier,Facets,19,9600.0,Northeast,9800.0,"40.639063373689, -111.576460315970"
2021-12-09,Moab,Natural,Facets,30,9600.0,Northeast,11200.0,"38.448981656946, -109.261886329420"
2021-12-09,Moab,Natural,Facets,30,2400.0,North,11400.0,"38.444342036047, -109.257895202420"
2021-12-09,Moab,Natural,Facets,30,3600.0,Northeast,11200.0,"38.445015606404, -109.255792350560"
2021-12-09,Moab,Natural,Facets,30,3600.0,Northeast,11600.0,"38.442424798318, -109.256757214180"
2021-12-13,Logan,Natural,New Snow/Old Snow Interface,24,4800.0,Northeast,9400.0,"41.891545077215, -111.662099348620"
2021-12-15,Logan,Natural,Facets,14,480.0,North,8200.0,"41.889373868647, -111.640448557440"
2021-12-18,Salt Lake,Skier,Facets,48,2400.0,East,10000.0,"40.593790921822, -111.650563109450"
2021-12-18,Salt Lake,Snowboarder,Facets,60,6000.0,Northeast,9800.0,"40.613956105663, -111.558566080650"
2021-12-18,Uintas,Natural,Facets,36,2400.0,Northeast,9600.0,"40.487251329490, -111.040062891650"
2021-12-18,Uintas,Natural,Facets,36,1200.0,Northeast,9900.0,"40.396690767668, -111.183571802750"
2021-12-18,Uintas,Snowmobiler,Facets,20,1200.0,East,10000.0,"40.393406400428, -111.169568995320"
2021-12-18,Salt Lake,Unknown,Facets,24,9600.0,Northeast,10000.0,"40.612250183282, -111.644697418490"
2021-12-18,Logan,Unknown,Facets,36,3000.0,North,8800.0,"41.886625109232, -111.649568068100"
2021-12-18,Uintas,Natural,Facets,42,3600.0,North,10600.0,"40.832872217491, -111.002576338450"
2021-12-18,Uintas,Natural,Facets,42,2400.0,East,10200.0,"40.833943738953, -110.960583674110"
2021-12-18,Uintas,Natural,Facets,120,4800.0,Northeast,10600.0,"40.841646311749, -111.020085798900"
2021-12-18,Skyline,Natural,Facets,18,2400.0,Northeast,9900.0,"39.606666869262, -111.290602671280"
2021-12-23,Uintas,Snowmobiler,Facets,36,1800.0,Northeast,9900.0,"40.747303060183, -111.122567882890"
2021-12-27,Salt Lake,Skier,Ground Interface,24,18000.0,Northeast,9300.0,"40.682515949324, -111.683149324960"
2021-12-27,Uintas,Natural,Facets,36,3000.0,Northeast,9700.0,"40.485546925210, -111.040148722320"
2021-12-31,Moab,Natural,Unknown,84,8400.0,North,12000.0,"38.527833075651, -109.234185206350"
2021-12-31,Moab,Natural,Facets,60,9600.0,Northwest,11700.0,"38.525751524712, -109.238562571450"
2021-12-31,Moab,Natural,Depth Hoar,5,10800.0,Northeast,11000.0,"38.505815842184, -109.239807116450"
2021-12-31,Moab,Natural,Facets,54,8400.0,Northeast,11200.0,"38.460979312643, -109.249870033050"
2021-12-31,Moab,Natural,Facets,36,4800.0,Northwest,10800.0,"38.502951244351, -109.252424227650"
2021-12-31,Moab,Natural,Facets,84,3000.0,North,11000.0,"38.531146751143, -109.271478640470"
2021-12-26,Logan,Natural,Facets,72,7200.0,Northeast,9400.0,"41.892024274736, -111.662077890940"
2022-01-01,Skyline,Snowmobiler,Facets,60,12000.0,Northeast,9900.0,"39.230593250985, -111.513290392500"
2022-01-03,Southwest,Snowmobiler,Facets,60,3600.0,Northeast,10400.0,"38.735759920015, -111.658773409440"
2021-12-30,Southwest,Snowmobiler,Facets,60,3600.0,Northeast,10400.0,"38.731348804372, -111.644825922560"
2022-01-06,Logan,Natural,Ground Interface,15,1200.0,West,5900.0,"41.826147664174, -111.600236879900"
2022-01-06,Uintas,Natural,Ground Interface,54,12000.0,East,10400.0,"40.839723162138, -111.069331156400"
2022-01-07,Uintas,Natural,Ground Interface,48,12000.0,Northeast,10300.0,"40.839828173329, -111.108663069380"
2022-01-17,Uintas,Unknown,Facets,30,6000.0,North,10700.0,"40.854756613515, -110.705065956510"
2022-02-12,Provo,Skier,Facets,10,18000.0,North,9800.0,"39.996224235787, -111.621243940910"
2022-02-18,Salt Lake,Skier,New Snow/Old Snow Interface,12,1800.0,West,10600.0,"40.537498022761, -111.674534069610"
2022-02-20,Skyline,Natural,Unknown,6,8400.0,Northeast,10800.0,"39.374203239956, -111.423468577030"
2022-02-17,Skyline,Natural,Facets,6,2400.0,Northeast,10200.0,"39.508198420723, -111.319313036560"
2022-02-23,Logan,Skier,Facets,10,1200.0,North,8600.0,"41.945999234649, -111.717591570920"
2022-02-24,Salt Lake,Skier,New Snow,5,1200.0,South,11000.0,"40.592065817164, -111.666168133970"
2022-02-23,Skyline,Natural,Facets,36,6000.0,Northeast,10500.0,"39.521176574746, -111.295495020510"
2022-02-24,Skyline,Skier,Facets,30,4800.0,Northeast,9600.0,"39.464677435648, -111.340813624010"
2022-02-24,Skyline,Snowmobiler,Facets,20,4800.0,Northeast,10000.0,"39.571609420006, -111.285881983410"
2022-02-24,Skyline,Snowmobiler,Facets,18,960.0,Northeast,9600.0,"39.602301226460, -111.282191263790"
2022-02-25,Uintas,Snowmobiler,Facets,20,2400.0,Northeast,10800.0,"40.827839081965, -110.961184488950"
2022-02-25,Salt Lake,Skier,Facets,6,240.0,Northeast,7000.0,"40.726597026301, -111.667682962910"
2022-02-25,Salt Lake,Snowboarder,Facets,18,1200.0,North,9200.0,"40.566176629943, -111.680724608010"
2022-02-25,Skyline,Snowmobiler,Facets,30,4800.0,Northeast,10000.0,"39.307955765348, -111.466984736060"
2022-02-23,Skyline,Natural,Facets,24,2400.0,Northeast,10200.0,"39.254756402757, -111.477413164720"
2022-02-25,Uintas,Snowboarder,Facets,10,4800.0,Northeast,10200.0,"40.850729661947, -111.068880545290"
2022-02-26,Logan,Snowmobiler,New Snow/Old Snow Interface,8,2400.0,East,9000.0,"41.893444674591, -111.662271009980"
2022-02-27,Moab,Skier,Facets,24,840.0,West,10600.0,"38.453958390505, -109.252896296430"
2022-02-27,Skyline,Snowmobiler,Facets,18,2100.0,Northeast,10000.0,"39.422478493439, -111.350898729910"
2022-03-01,Uintas,Natural,Facets,24,4800.0,Northeast,10200.0,"40.833075665844, -110.992920386010"
2022-03-01,Provo,Natural,Facets,48,27000.0,Northeast,11100.0,"39.820963498693, -111.760654436640"
2022-03-03,Skyline,Snowmobiler,Facets,20,4800.0,Northwest,10200.0,"39.529702652382, -111.306266771920"
2022-02-26,Skyline,Snowmobiler,Facets,20,3600.0,Northeast,10600.0,"39.478179362319, -111.323690401680"
2022-02-25,Skyline,Snowmobiler,Facets,24,4800.0,Northeast,10400.0,"39.473373873448, -111.310043322200"
2022-02-23,Skyline,Natural,Facets,24,8400.0,Northwest,10300.0,"39.495770890713, -111.323261248230"
2022-03-01,Skyline,Unknown,Facets,24,7200.0,East,10400.0,"39.515487895147, -111.302618967650"
2022-02-26,Skyline,Snowmobiler,Facets,18,4800.0,Northeast,10300.0,"39.537977253972, -111.290388094550"
2022-03-05,Moab,Natural,Facets,36,3600.0,Northwest,11300.0,"38.445186337530, -109.242811190530"
2022-03-05,Moab,Natural,Facets,36,7200.0,Northeast,11200.0,"38.444984668602, -109.248604762010"
2022-03-07,Uintas,Snowmobiler,Facets,24,1800.0,Northeast,10400.0,"40.876615150628, -110.999629736200"
2022-03-07,Skyline,Snowmobiler,Facets,24,2400.0,Northeast,10200.0,"39.199554495995, -111.517324434840"
2022-03-07,Skyline,Snowmobiler,Facets,24,3000.0,Northeast,10000.0,"39.205607049355, -111.516551958650"
2022-03-07,Uintas,Snowmobiler,New Snow/Old Snow Interface,18,600.0,North,9900.0,"40.397409285428, -111.181790815970"
2022-03-09,Uintas,Natural,Facets,24,2400.0,North,9200.0,"40.702053517527, -111.058681249900"
2022-03-09,Logan,Natural,Facets,18,6000.0,Northeast,8700.0,"41.649092612054, -112.010915266520"
2022-03-09,Logan,Natural,Facets,24,7200.0,Northeast,8600.0,"41.629079329983, -111.998255239970"
2022-03-09,Salt Lake,Natural,Facets,20,2400.0,Northwest,7600.0,"40.723461851267, -111.678529247760"
