Date,;Region,;Trigger,;Weak Layer,Depth_inches,Vertical_inches,;Aspect,Elevation_feet,Coordinates
2011-04-04,Salt Lake,Unknown,Ground Interface,48,360.0,East,9000.0,"40.605286000000, -111.720057000000"
2011-04-04,Provo,Natural,Density Change,12,12000.0,Southeast,10000.0,"40.366231000000, -111.616287000000"
2011-04-06,Salt Lake,Skier,New Snow/Old Snow Interface,4,6000.0,Southeast,10000.0,"40.598509000000, -111.632423000000"
2011-04-08,Salt Lake,Skier,Density Change,6,9600.0,East,9800.0,"40.662931000000, -111.599121000000"
2011-04-08,Salt Lake,Skier,New Snow/Old Snow Interface,8,3600.0,North,7900.0,"40.640856000000, -111.645384000000"
2011-04-08,Salt Lake,Skier,New Snow/Old Snow Interface,12,1200.0,Northeast,9400.0,"40.628024000000, -111.675167000000"
2011-04-10,Salt Lake,Skier,New Snow,10,7200.0,Northeast,10500.0,"40.591014000000, -111.556206000000"
2011-04-10,Logan,Natural,New Snow/Old Snow Interface,6,6000.0,East,9300.0,"41.891448000000, -111.661348000000"
2011-04-10,Logan,Snowmobiler,New Snow/Old Snow Interface,6,6000.0,East,9300.0,"41.891448000000, -111.660576000000"
2011-04-10,Logan,Unknown,New Snow/Old Snow Interface,5,1200.0,East,8700.0,"41.892630000000, -111.658044000000"
2011-04-10,Logan,Natural,Facets,24,12000.0,Southeast,7800.0,"41.820071000000, -111.677613000000"
2011-04-11,Logan,Unknown,New Snow/Old Snow Interface,16,1500.0,East,9300.0,"41.908761000000, -111.670833000000"
2011-04-09,Provo,Natural,Unknown,36,36000.0,North,10600.0,"40.307807000000, -111.587105000000"
2011-04-14,Salt Lake,Skier,New Snow/Old Snow Interface,12,3600.0,North,9700.0,"40.623725000000, -111.664953000000"
2011-04-14,Salt Lake,Skier,Density Change,15,8400.0,Southeast,10400.0,"0.000000000000, 0.000000000000"
2011-04-14,Salt Lake,Skier,New Snow,6,1200.0,Northeast,9800.0,"40.563699000000, -111.677055000000"
2011-04-16,Salt Lake,Snowboarder,New Snow/Old Snow Interface,12,7200.0,North,8700.0,"41.920949000000, -111.655576000000"
2011-04-18,Logan,Skier,Unknown,10,3600.0,East,7600.0,"41.958277000000, -111.550198000000"
2011-04-19,Salt Lake,Unknown,Unknown,60,9600.0,Northeast,9200.0,"40.606557000000, -111.706023000000"
2011-04-19,Salt Lake,Skier,New Snow/Old Snow Interface,10,5400.0,Northeast,10000.0,"40.585148000000, -111.598649000000"
2011-04-19,Salt Lake,Skier,New Snow/Old Snow Interface,12,6000.0,North,10200.0,"40.599682000000, -111.612554000000"
2011-04-18,Salt Lake,Snowshoer,Unknown,12,2400.0,East,9200.0,"0.000000000000, 0.000000000000"
2011-04-19,Salt Lake,Skier,New Snow/Old Snow Interface,10,4200.0,West,10200.0,"0.000000000000, 0.000000000000"
2011-04-21,Salt Lake,Snowboarder,Unknown,8,3600.0,Southeast,9600.0,"40.595837000000, -111.639805000000"
2011-04-22,Salt Lake,Skier,New Snow/Old Snow Interface,8,3000.0,Southeast,8500.0,"40.696778000000, -111.591225000000"
2011-04-22,Salt Lake,Skier,Graupel,12,3000.0,East,10100.0,"40.600790000000, -111.632767000000"
2011-04-22,Salt Lake,Natural,Facets,48,9600.0,East,10000.0,"40.669962000000, -111.683235000000"
2011-04-18,Logan,Natural,New Snow/Old Snow Interface,12,12000.0,East,8400.0,"41.618254000000, -111.998976000000"
2011-04-22,Salt Lake,Skier,New Snow/Old Snow Interface,10,7200.0,North,10200.0,"40.600725000000, -111.634312000000"
2011-04-26,Salt Lake,Skier,New Snow,6,2400.0,North,9700.0,"40.563621000000, -111.677141000000"
2011-04-27,Salt Lake,Snowboarder,Surface Hoar,1,3600.0,Northeast,9300.0,"40.565264000000, -111.678343000000"
2011-04-27,Salt Lake,Skier,New Snow/Old Snow Interface,6,18000.0,Northeast,10400.0,"40.628546000000, -111.664009000000"
2011-04-27,Salt Lake,Skier,New Snow/Old Snow Interface,18,30000.0,South,10200.0,"40.592674000000, -111.661479000000"
2011-04-27,Provo,Skier,New Snow/Old Snow Interface,12,21000.0,East,11300.0,"39.825499000000, -111.756899000000"
2011-04-30,Logan,Skier,New Snow/Old Snow Interface,6,2400.0,North,7800.0,"41.681182000000, -111.755934000000"
2011-05-11,Ogden,Natural,Unknown,42,27000.0,East,9400.0,"41.379771000000, -111.973472000000"
2011-05-17,Salt Lake,Skier,New Snow/Old Snow Interface,9,360.0,Northwest,10000.0,"40.592448000000, -111.611094000000"
2011-05-20,Salt Lake,Skier,New Snow/Old Snow Interface,8,4800.0,East,9600.0,"40.617015000000, -111.538353000000"
2011-06-02,Salt Lake,Skier,Unknown,6,5400.0,South,9500.0,"0.000000000000, 0.000000000000"
2011-11-06,Salt Lake,Skier,Unknown,12,600.0,Northeast,10000.0,"40.573120000000, -111.640406000000"
2011-11-07,Salt Lake,Skier,Facets,8,600.0,Northeast,9800.0,"0.000000000000, 0.000000000000"
2011-11-12,Salt Lake,Snowboarder,Facets,12,2400.0,Northeast,9200.0,"40.560845000000, -111.662164000000"
2011-11-12,Logan,Natural,Facets,12,3000.0,North,8500.0,"41.888285000000, -111.645813000000"
2011-11-13,Salt Lake,Skier,Ground Interface,16,4800.0,Northeast,10400.0,"40.578727000000, -111.598434000000"
2011-11-13,Salt Lake,Skier,Facets,20,6000.0,North,10000.0,"40.569532000000, -111.631737000000"
2011-11-13,Salt Lake,Skier,Unknown,18,2400.0,East,10000.0,"40.592252000000, -111.608133000000"
2011-11-13,Salt Lake,Skier,Unknown,12,1800.0,North,9700.0,"40.592729000000, -111.616931000000"
2011-11-12,Salt Lake,Skier,Unknown,12,720.0,North,10500.0,"40.577573000000, -111.595151000000"
2011-11-13,Salt Lake,Skier,Facets,30,360.0,North,10400.0,"40.571315000000, -111.640427000000"
2011-11-13,Salt Lake,Snowboarder,Depth Hoar,16,9600.0,Northwest,10300.0,"40.568491000000, -111.652937000000"
2011-11-13,Salt Lake,Skier,Unknown,22,4800.0,North,10200.0,"40.578368000000, -111.630707000000"
2011-11-12,Salt Lake,Skier,Ground Interface,6,960.0,Northeast,9200.0,"40.607828000000, -111.637058000000"
2011-11-13,Salt Lake,Skier,Unknown,20,6000.0,Northwest,9600.0,"40.583049000000, -111.633432000000"
2011-11-13,Salt Lake,Natural,Unknown,14,9600.0,Northeast,10000.0,"0.000000000000, 0.000000000000"
2011-11-14,Logan,Natural,Facets,24,2400.0,North,8800.0,"41.886658000000, -111.649902000000"
2011-11-14,Salt Lake,Natural,Unknown,12,9600.0,Northeast,10000.0,"0.000000000000, 0.000000000000"
2011-11-13,Salt Lake,Unknown,Facets,20,3000.0,East,10200.0,"40.590525000000, -111.608133000000"
2011-11-13,Salt Lake,Natural,Facets,18,6000.0,North,10000.0,"40.599523000000, -111.630751000000"
2011-11-20,Salt Lake,Skier,Facets,36,8400.0,Northwest,10100.0,"40.581537000000, -111.582685000000"
2011-11-20,Salt Lake,Skier,Ground Interface,42,960.0,North,9600.0,"40.592317000000, -111.614399000000"
2011-11-25,Salt Lake,Unknown,Unknown,24,3000.0,North,10100.0,"40.594012000000, -111.562986000000"
2011-12-16,Moab,Natural,Facets,9,7200.0,Northeast,11200.0,"38.449395000000, -109.260921000000"
2011-12-17,Salt Lake,Skier,Surface Hoar,8,2400.0,North,10400.0,"40.604895000000, -111.642938000000"
2011-12-17,Salt Lake,Skier,Facets,6,1500.0,Northeast,9800.0,"40.582312000000, -111.585045000000"
2011-12-22,Salt Lake,Skier,Facets,12,1080.0,East,10000.0,"40.594794000000, -111.651134000000"
2011-12-22,Salt Lake,Natural,Facets,18,8400.0,Northeast,10000.0,"0.000000000000, 0.000000000000"
2011-12-23,Salt Lake,Skier,Surface Hoar,10,4200.0,Northeast,10500.0,"40.594223000000, -111.664352000000"
2011-12-26,Salt Lake,Skier,Unknown,9,2100.0,North,9400.0,"40.656400000000, -111.612682000000"
2011-12-26,Salt Lake,Skier,Facets,8,2100.0,Northeast,10200.0,"40.593152000000, -111.559982000000"
2011-12-26,Salt Lake,Skier,Facets,4,1800.0,North,10300.0,"40.594403000000, -111.562729000000"
2011-12-31,Salt Lake,Skier,Unknown,15,9600.0,Northeast,10000.0,"0.000000000000, 0.000000000000"
2011-12-31,Salt Lake,Snowboarder,Unknown,8,3000.0,Northeast,9500.0,"40.593621000000, -111.594143000000"
2012-01-01,Logan,Skier,Facets,14,3000.0,East,8400.0,"41.921247000000, -111.629848000000"
2011-12-31,Salt Lake,Natural,Depth Hoar,12,6000.0,North,10000.0,"40.599291000000, -111.628647000000"
2012-01-02,Salt Lake,Skier,Unknown,12,8400.0,Northeast,9200.0,"0.000000000000, 0.000000000000"
2011-12-31,Ogden,Natural,Facets,6,1200.0,Northeast,8300.0,"41.372590000000, -111.962829000000"
2012-01-02,Salt Lake,Skier,Facets,10,4200.0,North,10800.0,"40.534916000000, -111.705079000000"
2012-01-03,Salt Lake,Natural,Unknown,12,6000.0,North,9400.0,"40.671999000000, -111.628007000000"
2012-01-08,Salt Lake,Skier,New Snow,8,2400.0,East,9600.0,"40.593719000000, -111.648173000000"
2012-01-03,Provo,Skier,Unknown,12,3600.0,East,10000.0,"40.566111000000, -111.600881000000"
2012-01-09,Provo,Skier,New Snow/Old Snow Interface,14,6000.0,East,10000.0,"40.574343000000, -111.600518000000"
2012-01-11,Salt Lake,Skier,Facets,18,3000.0,Northeast,10300.0,"40.589906000000, -111.608133000000"
2012-01-09,Salt Lake,Natural,Unknown,8,4800.0,Northeast,9700.0,"40.614068000000, -111.558289000000"
2012-01-02,Salt Lake,Unknown,Unknown,24,4800.0,Northeast,9700.0,"40.614376000000, -111.558781000000"
2012-01-15,Salt Lake,Skier,Unknown,4,840.0,North,9300.0,"40.605026000000, -111.625900000000"
2012-01-17,Ogden,Skier,Facets,36,4800.0,Northeast,9800.0,"0.000000000000, 0.000000000000"
2012-01-18,Logan,Skier,Unknown,12,6000.0,East,8900.0,"41.683169000000, -111.696925000000"
2012-01-19,Salt Lake,Natural,New Snow,6,8400.0,North,9800.0,"40.664624000000, -111.600666000000"
2012-01-19,Salt Lake,Skier,Facets,15,2400.0,North,9800.0,"40.591992000000, -111.615257000000"
2012-01-19,Salt Lake,Skier,Depth Hoar,18,360.0,East,9600.0,"40.604731000000, -111.569563000000"
2012-01-19,Salt Lake,Natural,Facets,8,3600.0,East,10200.0,"40.602032000000, -111.558191000000"
2012-01-19,Logan,Natural,Facets,12,1800.0,West,6900.0,"41.952788000000, -111.542087000000"
2012-01-19,Salt Lake,Skier,Unknown,14,10800.0,Northeast,9800.0,"40.638837000000, -111.576719000000"
2012-01-19,Salt Lake,Skier,Facets,7,7200.0,Northeast,10000.0,"40.625224000000, -111.567172000000"
2012-01-19,Salt Lake,Skier,Facets,22,10800.0,East,10300.0,"40.591796000000, -111.606331000000"
2012-01-19,Salt Lake,Skier,Unknown,12,4200.0,West,8800.0,"40.672166000000, -111.691663000000"
2012-01-20,Salt Lake,Unknown,Depth Hoar,36,6000.0,East,10200.0,"40.594664000000, -111.559639000000"
2012-01-20,Salt Lake,Skier,Facets,42,8400.0,Northeast,10000.0,"40.591771000000, -111.607919000000"
2012-01-20,Salt Lake,Snowboarder,Depth Hoar,42,3600.0,Northeast,9500.0,"40.599226000000, -111.571827000000"
2012-01-20,Salt Lake,Skier,Facets,13,1200.0,Northeast,9000.0,"40.661629000000, -111.638603000000"
2012-01-20,Salt Lake,Skier,Facets,12,720.0,Northwest,8700.0,"40.650722000000, -111.626673000000"
2012-01-20,Skyline,Skier,Facets,30,1800.0,East,9500.0,"39.630945000000, -111.330214000000"
2012-01-20,Logan,Skier,Unknown,24,600.0,Northeast,8600.0,"0.000000000000, 0.000000000000"
2012-01-20,Salt Lake,Unknown,Facets,14,2400.0,Northwest,9100.0,"40.593816000000, -111.623197000000"
2012-01-20,Salt Lake,Skier,Facets,16,8400.0,North,10100.0,"40.600301000000, -111.637530000000"
2012-01-19,Salt Lake,Natural,Facets,16,6000.0,North,9900.0,"40.599186000000, -111.629271000000"
2012-01-20,Salt Lake,Skier,Facets,24,12000.0,Northeast,9700.0,"40.634839000000, -111.562428000000"
2012-01-20,Salt Lake,Skier,Facets,14,4800.0,Southeast,9600.0,"40.596228000000, -111.639805000000"
2012-01-20,Salt Lake,Skier,Facets,12,4800.0,East,10200.0,"40.596945000000, -111.608734000000"
2012-01-20,Salt Lake,Skier,Facets,20,4800.0,East,9700.0,"40.631347000000, -111.563759000000"
2012-01-20,Salt Lake,Skier,Facets,16,8400.0,North,10000.0,"40.599968000000, -111.620730000000"
2012-01-20,Salt Lake,Skier,Facets,16,4200.0,West,10100.0,"40.600888000000, -111.616631000000"
2012-01-19,Salt Lake,Unknown,Facets,12,7200.0,Northeast,9300.0,"40.662541000000, -111.644912000000"
2012-01-20,Salt Lake,Skier,Facets,14,2400.0,Northwest,9200.0,"0.000000000000, 0.000000000000"
2012-01-20,Salt Lake,Skier,Facets,18,9600.0,Northeast,9100.0,"40.674715000000, -111.656928000000"
2012-01-20,Salt Lake,Skier,Facets,16,9600.0,Northeast,8800.0,"40.674161000000, -111.650190000000"
2012-01-21,Logan,Skier,Depth Hoar,24,1080.0,Northeast,8500.0,"41.974475000000, -111.483228000000"
2012-01-20,Logan,Unknown,Depth Hoar,24,4200.0,Northeast,8600.0,"41.972740000000, -111.482949000000"
2012-01-21,Salt Lake,Unknown,New Snow/Old Snow Interface,15,2400.0,West,9600.0,"40.645675000000, -111.602683000000"
2012-01-21,Salt Lake,Skier,Unknown,20,4800.0,North,8500.0,"40.728267000000, -111.613884000000"
2012-01-21,Salt Lake,Skier,Unknown,18,360.0,Northeast,8200.0,"40.661108000000, -111.629591000000"
2012-01-20,Ogden,Skier,Facets,30,360.0,East,7400.0,"0.000000000000, 0.000000000000"
2012-01-22,Salt Lake,Snowboarder,Unknown,60,7200.0,North,10200.0,"40.595446000000, -111.561356000000"
2012-01-22,Provo,Skier,Depth Hoar,30,4800.0,Northeast,9100.0,"40.369239000000, -111.607275000000"
2012-01-21,Uintas,Natural,Unknown,30,720.0,Northeast,10100.0,"40.844853000000, -110.989208000000"
2012-01-22,Ogden,Natural,New Snow,36,1800.0,Northeast,7500.0,"0.000000000000, 0.000000000000"
2012-01-21,Logan,Snowboarder,Depth Hoar,36,1800.0,Northeast,8500.0,"0.000000000000, 0.000000000000"
2012-01-22,Provo,Skier,Facets,36,4800.0,Northeast,9100.0,"40.369337000000, -111.607361000000"
2012-01-20,SE Idaho,Snowmobiler,New Snow/Old Snow Interface,30,1800.0,East,8000.0,"42.098095000000, -111.620922000000"
2012-01-23,Salt Lake,Skier,Facets,48,10800.0,Northeast,10100.0,"0.000000000000, 0.000000000000"
2012-01-22,Salt Lake,Skier,Facets,30,1200.0,Northeast,8400.0,"40.637665000000, -111.643753000000"
2012-01-23,Salt Lake,Unknown,Unknown,30,1200.0,Northeast,8100.0,"40.639834000000, -111.645062000000"
2012-01-24,Salt Lake,Skier,Facets,24,600.0,North,8500.0,"40.648170000000, -111.608627000000"
2012-01-24,Salt Lake,Unknown,Facets,36,8400.0,East,9600.0,"40.663192000000, -111.599121000000"
2012-01-24,Ogden,Snowmobiler,Ground Interface,84,7200.0,Unknown,9000.0,"41.501732000000, -111.466942000000"
2012-01-26,Skyline,Natural,Depth Hoar,14,600.0,Northwest,8800.0,"39.671917000000, -111.337509000000"
2012-01-26,Skyline,Natural,Facets,14,600.0,Northwest,8200.0,"39.666103000000, -111.344461000000"
2012-01-27,Salt Lake,Unknown,Facets,36,7200.0,East,9600.0,"40.667358000000, -111.603584000000"
2012-01-27,Salt Lake,Skier,New Snow/Old Snow Interface,12,8400.0,Southeast,10200.0,"40.597825000000, -111.647744000000"
2012-01-27,Salt Lake,Skier,Depth Hoar,36,9600.0,North,10100.0,"40.599584000000, -111.639633000000"
2012-01-27,Skyline,Skier,New Snow/Old Snow Interface,30,1200.0,East,9200.0,"39.569837000000, -111.265411000000"
2012-01-25,Uintas,Snowmobiler,Depth Hoar,36,2400.0,East,10200.0,"40.947167000000, -110.668201000000"
2012-01-28,Salt Lake,Snowboarder,Facets,30,30000.0,West,10200.0,"40.624442000000, -111.669588000000"
2012-01-29,Salt Lake,Skier,Facets,24,6000.0,Northeast,10300.0,"40.599812000000, -111.642637000000"
2012-01-28,Uintas,Skier,Depth Hoar,36,4800.0,North,10400.0,"40.840827000000, -111.108427000000"
2012-01-29,Salt Lake,Skier,Facets,42,9600.0,East,10600.0,"40.583877000000, -111.598392000000"
2012-01-29,Salt Lake,Skier,Facets,18,5400.0,West,9700.0,"40.658817000000, -111.597469000000"
2012-01-29,Skyline,Unknown,Depth Hoar,36,2400.0,North,10000.0,"39.571326000000, -111.309142000000"
2012-02-03,SE Idaho,Snowboarder,Unknown,18,1200.0,North,7900.0,"42.080006000000, -111.626372000000"
2012-02-04,Salt Lake,Snowmobiler,Facets,48,8400.0,North,10600.0,"40.543711000000, -111.646628000000"
2012-02-12,Salt Lake,Unknown,Facets,7,1800.0,North,10000.0,"40.594533000000, -111.608391000000"
2012-02-12,Salt Lake,Natural,Unknown,8,4800.0,East,9700.0,"40.631660000000, -111.563179000000"
2012-02-13,Salt Lake,Unknown,New Snow,14,4200.0,East,9100.0,"40.557577000000, -111.691582000000"
2012-02-12,Provo,Natural,New Snow/Old Snow Interface,9,9600.0,Northeast,10000.0,"40.418103000000, -111.629891000000"
2012-02-12,Salt Lake,Natural,Density Change,12,10800.0,Northeast,10100.0,"40.647644000000, -111.582685000000"
2012-02-15,Logan,Natural,New Snow/Old Snow Interface,10,6000.0,Northeast,9500.0,"41.902596000000, -111.669245000000"
2012-02-13,Salt Lake,Natural,Unknown,24,15000.0,North,10700.0,"40.591600000000, -111.710744000000"
2012-02-16,Uintas,Snowmobiler,Depth Hoar,36,4800.0,North,9900.0,"40.298631000000, -111.124885000000"
2012-02-19,Salt Lake,Natural,New Snow/Old Snow Interface,2,480.0,South,9600.0,"40.610304000000, -111.543503000000"
2012-02-19,Provo,Natural,New Snow,6,12000.0,East,10400.0,"40.365094000000, -111.614270000000"
2012-02-19,Provo,Snowmobiler,Facets,12,5400.0,Southeast,9500.0,"40.552581000000, -111.567664000000"
2012-02-20,Salt Lake,Skier,Surface Hoar,10,2400.0,North,9800.0,"40.598920000000, -111.626517000000"
2012-02-20,Salt Lake,Explosive,Depth Hoar,30,7200.0,Northeast,9600.0,"0.000000000000, 0.000000000000"
2012-02-18,Uintas,Snowmobiler,Depth Hoar,30,1800.0,Southwest,10300.0,"40.842320000000, -111.025858000000"
2012-02-21,Salt Lake,Skier,Density Change,5,4200.0,Northeast,9700.0,"40.585082000000, -111.587749000000"
2012-02-20,Salt Lake,Skier,New Snow/Old Snow Interface,8,1200.0,Southeast,9400.0,"40.420614000000, -112.204452000000"
2012-02-22,Logan,Snowmobiler,Surface Hoar,36,6000.0,Northeast,9000.0,"41.979484000000, -111.641436000000"
2012-02-23,Salt Lake,Skier,Unknown,18,9600.0,Northeast,10100.0,"0.000000000000, 0.000000000000"
2012-02-22,Logan,Snowmobiler,Facets,30,4200.0,East,8800.0,"41.906238000000, -111.654267000000"
2012-02-22,Logan,Natural,Surface Hoar,24,1080.0,Southwest,7700.0,"41.973020000000, -111.475096000000"
2012-02-24,Salt Lake,Explosive,Surface Hoar,48,24000.0,Northwest,10000.0,"40.627939000000, -111.668496000000"
2012-02-24,Logan,Snowmobiler,Surface Hoar,24,2400.0,Northeast,9000.0,"41.987084000000, -111.634315000000"
2012-02-24,Uintas,Skier,Depth Hoar,30,1200.0,East,10000.0,"0.000000000000, 0.000000000000"
2012-02-24,Ogden,Snowmobiler,Facets,36,4200.0,Northeast,9000.0,"41.516354000000, -111.473808000000"
2012-02-24,Salt Lake,Skier,New Snow/Old Snow Interface,1,4200.0,Southeast,9400.0,"40.690970000000, -111.609174000000"
2012-02-24,Salt Lake,Snowmobiler,Surface Hoar,24,600.0,East,8800.0,"41.933344000000, -111.661438000000"
2012-02-26,Salt Lake,Skier,Unknown,12,5400.0,South,10100.0,"40.596717000000, -111.649675000000"
2012-02-25,Provo,Snowmobiler,Unknown,36,1200.0,Southwest,10400.0,"40.575793000000, -111.594272000000"
2012-02-26,Salt Lake,Skier,Unknown,12,6000.0,East,10300.0,"40.604309000000, -111.642294000000"
2012-02-25,Moab,Skier,Unknown,13,840.0,Northeast,10300.0,"0.000000000000, 0.000000000000"
2012-02-25,Ogden,Natural,Unknown,20,960.0,Northeast,7800.0,"0.000000000000, 0.000000000000"
2012-02-22,Logan,Snowmobiler,Surface Hoar,18,2400.0,Northeast,9000.0,"41.953014000000, -111.646460000000"
2012-02-28,Salt Lake,Skier,New Snow/Old Snow Interface,8,7200.0,East,9500.0,"0.000000000000, 0.000000000000"
2012-02-28,Salt Lake,Skier,New Snow/Old Snow Interface,18,8400.0,Southeast,10000.0,"0.000000000000, 0.000000000000"
2012-02-28,Salt Lake,Skier,Unknown,30,2400.0,North,7700.0,"40.733470000000, -111.606503000000"
2012-02-28,Salt Lake,Skier,Unknown,30,4800.0,Northeast,10000.0,"0.000000000000, 0.000000000000"
2012-02-28,Salt Lake,Unknown,Unknown,10,2400.0,Northwest,9200.0,"0.000000000000, 0.000000000000"
2012-02-29,Provo,Skier,Density Change,24,7200.0,Northeast,9200.0,"40.369555000000, -111.606332000000"
2012-03-01,Salt Lake,Explosive,Unknown,36,2400.0,Northwest,10000.0,"40.590949000000, -111.598263000000"
2012-03-01,Salt Lake,Unknown,Unknown,24,2400.0,Northwest,9200.0,"40.653425000000, -111.585045000000"
2012-03-01,Salt Lake,Natural,Facets,36,10800.0,North,10000.0,"40.632291000000, -111.573415000000"
2012-03-01,Salt Lake,Skier,New Snow,24,3000.0,Northeast,10000.0,"40.583681000000, -111.577964000000"
2012-03-01,Salt Lake,Skier,Facets,24,5400.0,Northeast,8900.0,"40.617601000000, -111.623883000000"
2012-03-02,Salt Lake,Skier,Unknown,18,9600.0,Southeast,9000.0,"40.660107000000, -111.645942000000"
2012-03-02,Salt Lake,Natural,Unknown,30,12000.0,Northeast,10400.0,"40.606590000000, -111.644440000000"
2012-03-02,Logan,Skier,Depth Hoar,42,8400.0,Northeast,9000.0,"41.683425000000, -111.692891000000"
2012-03-02,Uintas,Snowboarder,New Snow/Old Snow Interface,30,4800.0,East,10400.0,"40.843230000000, -111.069245000000"
2012-03-02,Uintas,Natural,New Snow,10,8400.0,North,10300.0,"40.838944000000, -111.067829000000"
2012-03-02,Uintas,Natural,Unknown,30,3600.0,East,9700.0,"40.486729000000, -111.123877000000"
2012-03-02,Ogden,Snowmobiler,Facets,30,2400.0,North,8400.0,"40.880769000000, -111.767542000000"
2012-03-02,Logan,Natural,Density Change,8,1500.0,North,7400.0,"41.686983000000, -111.728768000000"
2012-03-02,Provo,Natural,Unknown,30,21000.0,East,10100.0,"40.375255000000, -111.612511000000"
2012-03-03,Moab,Snowmobiler,Unknown,24,12000.0,Southeast,10200.0,"38.539320000000, -109.209852000000"
2012-03-03,Salt Lake,Skier,Density Change,36,7200.0,East,9300.0,"40.664331000000, -111.643710000000"
2012-03-03,Uintas,Snowmobiler,New Snow/Old Snow Interface,24,4200.0,East,9000.0,"40.641743000000, -111.131172000000"
2012-03-03,Salt Lake,Unknown,Unknown,30,6000.0,Northeast,9500.0,"0.000000000000, 0.000000000000"
2012-03-03,Salt Lake,Skier,Unknown,24,165882.571379395,East,970.0461536314,"40.723063000000, -111.694007000000"
2012-03-02,Ogden,Natural,Unknown,30,3600.0,North,8600.0,"41.361060000000, -111.944847000000"
2012-03-03,Salt Lake,Skier,Unknown,24,7200.0,West,8600.0,"40.620891000000, -111.680145000000"
2012-03-04,Salt Lake,Skier,New Snow/Old Snow Interface,24,12000.0,East,8100.0,"40.723961000000, -111.691904000000"
2012-03-04,Provo,Snowmobiler,Ground Interface,48,12000.0,East,9700.0,"40.580585000000, -111.569939000000"
2012-03-04,Salt Lake,Natural,Unknown,18,6000.0,Southeast,8600.0,"40.837775000000, -111.714735000000"
2012-03-04,Logan,Unknown,Unknown,48,4800.0,Southeast,9400.0,"41.914541000000, -111.659632000000"
2012-03-04,Salt Lake,Explosive,Unknown,30,12000.0,Southeast,10000.0,"40.599063000000, -111.621609000000"
2012-03-04,Salt Lake,Unknown,Unknown,42,9600.0,South,10000.0,"40.583192000000, -111.566849000000"
2012-03-04,Salt Lake,Explosive,Unknown,36,6000.0,West,9600.0,"40.592187000000, -111.619034000000"
2012-03-04,Salt Lake,Unknown,Density Change,9,1200.0,Southeast,9200.0,"40.586060000000, -111.592941000000"
2012-03-03,Salt Lake,Natural,New Snow/Old Snow Interface,14,2400.0,East,9100.0,"40.664884000000, -111.643367000000"
2012-03-04,Provo,Natural,Unknown,48,36000.0,East,10800.0,"0.000000000000, 0.000000000000"
2012-03-04,Salt Lake,Natural,Unknown,30,6000.0,South,9700.0,"40.596802000000, -111.642702000000"
2012-03-04,Uintas,Snowmobiler,Depth Hoar,24,7200.0,East,9500.0,"40.287055000000, -111.125379000000"
2012-03-04,Salt Lake,Natural,Unknown,24,6000.0,East,9000.0,"40.621119000000, -111.623325000000"
2012-03-05,Logan,Natural,Unknown,24,24000.0,Southeast,8800.0,"41.821702000000, -111.677828000000"
2012-03-02,Logan,Unknown,Depth Hoar,48,2400.0,East,8400.0,"41.901723000000, -111.645974000000"
2012-03-05,Salt Lake,Natural,New Snow/Old Snow Interface,12,3600.0,East,9500.0,"40.621608000000, -111.551528000000"
2012-03-04,Logan,Unknown,Unknown,24,6000.0,East,9500.0,"41.702044000000, -111.711216000000"
2012-03-04,Uintas,Snowmobiler,Surface Hoar,24,1800.0,Northeast,10000.0,"40.869911000000, -110.969124000000"
2012-03-04,Ogden,Natural,Facets,42,5400.0,Southeast,8800.0,"41.388336000000, -111.793270000000"
2012-03-04,Salt Lake,Natural,Unknown,20,1800.0,Northeast,9400.0,"40.665097000000, -111.676043000000"
2012-03-08,Logan,Snowmobiler,Depth Hoar,30,3000.0,East,9300.0,"41.712745000000, -111.714692000000"
2012-03-08,Skyline,Natural,Depth Hoar,14,240.0,Northeast,8800.0,"39.647733000000, -111.254125000000"
2012-03-08,Uintas,Snowmobiler,Facets,24,3000.0,Northeast,9800.0,"40.910659000000, -110.974789000000"
2012-03-09,Salt Lake,Natural,Unknown,24,8400.0,West,10100.0,"40.601983000000, -111.647422000000"
2012-03-12,Salt Lake,Natural,Unknown,10,2400.0,South,9600.0,"40.669420000000, -111.603489000000"
2012-03-08,Logan,Snowmobiler,Unknown,48,5400.0,Northeast,9400.0,"41.974487000000, -111.657915000000"
2012-03-15,Logan,Natural,Depth Hoar,36,3600.0,East,8600.0,"41.693713000000, -111.691732000000"
2012-03-19,Logan,Skier,New Snow/Old Snow Interface,12,2100.0,Northeast,8000.0,"41.821095000000, -111.670489000000"
2012-03-19,Salt Lake,Skier,Depth Hoar,36,21000.0,North,10200.0,"40.628546000000, -111.666541000000"
2012-03-20,Salt Lake,Skier,Unknown,36,7200.0,Northeast,9400.0,"40.665731000000, -111.598992000000"
2012-03-31,Skyline,Snowmobiler,Depth Hoar,42,3600.0,East,10300.0,"39.532363000000, -111.297941000000"
2012-04-02,Ogden,Natural,Surface Hoar,20,7200.0,Northeast,8500.0,"41.166754000000, -111.872513000000"
2012-04-13,Salt Lake,Unknown,New Snow,8,4800.0,East,9700.0,"0.000000000000, 0.000000000000"
2012-04-13,Logan,Natural,New Snow/Old Snow Interface,10,7200.0,East,8600.0,"41.668528000000, -112.024198000000"
2012-04-15,Salt Lake,Skier,New Snow/Old Snow Interface,10,6000.0,Northeast,10100.0,"0.000000000000, 0.000000000000"
2012-04-16,Logan,Skier,New Snow/Old Snow Interface,6,5400.0,Northeast,8600.0,"41.670817000000, -112.026393000000"
