;Region,Year,;Trigger,;Weak Layer,Depth_inches,Elevation_feet,Vertical_inches,Coordinates,Month,;Aspect,Day
Logan,2013,Snowmobiler,Facets,24,8400.0,3600.0,"41.888189000000, -111.641092000000",2,Northeast,3
Logan,2013,Natural,Facets,24,9200.0,5400.0,"41.913072000000, -111.653194000000",2,East,3
Uintas,2013,Snowmobiler,Facets,16,11000.0,1800.0,"40.855013000000, -110.707083000000",2,Northeast,3
Uintas,2013,Snowmobiler,Facets,12,10600.0,2400.0,"40.865627000000, -110.707383000000",2,Southeast,2
Uintas,2013,Snowmobiler,Facets,24,10600.0,6000.0,"40.804942000000, -110.953074000000",2,Northeast,3
Uintas,2013,Snowmobiler,Facets,36,10000.0,3000.0,"40.870690000000, -110.970068000000",2,Northeast,3
Provo,2013,Natural,Facets,12,9700.0,24000.0,"40.362118000000, -111.625707000000",2,East,5
Logan,2013,Unknown,Facets,36,9500.0,5400.0,"41.917888000000, -111.674480000000",2,Southeast,5
Salt Lake,2013,Unknown,Unknown,30,9800.0,7200.0,"40.597988000000, -111.683578000000",2,Northeast,1
Salt Lake,2013,Natural,Ground Interface,60,9500.0,5400.0,"40.599291000000, -111.719112000000",2,Northeast,10
Salt Lake,2013,Skier,New Snow/Old Snow Interface,12,10500.0,240.0,"40.593002000000, -111.661220000000",2,Southeast,12
Skyline,2013,Natural,New Snow,10,9700.0,1800.0,"39.606878000000, -111.291161000000",2,Northeast,14
Uintas,2013,Snowmobiler,New Snow/Old Snow Interface,18,10500.0,3600.0,"40.377511000000, -111.174431000000",2,Southeast,15
Skyline,2013,Snowmobiler,Facets,"24""",10100.0,480.0,"39.297094000000, -111.460569000000",2,Northeast,16
Salt Lake,2013,Unknown,Facets,5,9600.0,8400.0,"40.672046000000, -111.626973000000",2,Northeast,17
Uintas,2013,Natural,Facets,36,10500.0,3600.0,"40.846151000000, -111.066628000000",2,Southeast,13
Skyline,2013,Natural,Facets,24,10000.0,3600.0,"39.510928000000, -111.298714000000",2,East,17
Salt Lake,2013,Natural,Graupel,16,8500.0,3000.0,"40.625249000000, -111.651757000000",2,Northwest,16
Salt Lake,2013,Skier,Unknown,18,10000.0,1800.0,"40.540287000000, -111.690230000000",2,Northwest,19
Uintas,2013,Skier,Facets,16,10200.0,3600.0,"40.674812000000, -111.152029000000",2,Northwest,21
Salt Lake,2013,Skier,New Snow/Old Snow Interface,8,8600.0,2400.0,"40.653894000000, -111.584873000000",2,North,24
Salt Lake,2013,Skier,Facets,14,9800.0,840.0,"40.594740000000, -111.597362000000",2,Northwest,24
Provo,2013,Natural,New Snow,16,10400.0,2400.0,"40.577390000000, -111.598563000000",2,Southeast,23
Salt Lake,2013,Skier,New Snow/Old Snow Interface,12,10000.0,1800.0,"40.593539000000, -111.651821000000",2,Southeast,25
Salt Lake,2013,Snowboarder,New Snow/Old Snow Interface,10,10200.0,3600.0,"40.599747000000, -111.645770000000",2,South,24
Salt Lake,2013,Skier,Facets,14,9800.0,1800.0,"40.591926000000, -111.598005000000",2,Northwest,24
Salt Lake,2013,Natural,Facets,16,10600.0,4800.0,"40.596057000000, -111.666670000000",2,Northeast,28
Salt Lake,2013,Skier,Facets,12,8900.0,1200.0,"40.680833000000, -111.597576000000",2,North,26
Skyline,2013,Snowmobiler,Facets,24,10400.0,3000.0,"39.043600000000, -111.519000000000",3,Northeast,1
Salt Lake,2013,Snowboarder,Facets,24,9400.0,3600.0,"40.659448000000, -111.710830000000",3,Northeast,2
Provo,2013,Natural,Facets,8,6000.0,9600.0,"40.477770000000, -111.509171000000",3,Northwest,2
Provo,2013,Natural,Wet grains,8,10100.0,15000.0,"40.379276000000, -111.630321000000",3,Southeast,2
Salt Lake,2013,Skier,Density Change,8,9800.0,2100.0,"40.597010000000, -111.650963000000",3,Northwest,3
Provo,2013,Natural,New Snow/Old Snow Interface,24,10000.0,18000.0,"40.364309000000, -111.624334000000",3,Southeast,3
Provo,2013,Natural,Unknown,10,10400.0,18000.0,"40.365355000000, -111.626480000000",3,Southeast,3
Provo,2013,Natural,Facets,10,6000.0,6000.0,"40.369540000000, -111.568415000000",3,Northeast,3
Salt Lake,2013,Skier,New Snow/Old Snow Interface,8,10200.0,7200.0,"40.600920000000, -111.634655000000",3,North,4
Provo,2013,Natural,Density Change,12,10100.0,18000.0,"40.407810000000, -111.634054000000",3,Southeast,4
Salt Lake,2013,Unknown,Unknown,8,10000.0,3000.0,"40.651992000000, -111.592941000000",3,East,4
Salt Lake,2013,Skier,New Snow/Old Snow Interface,10,10800.0,6000.0,"40.592187000000, -111.671047000000",3,North,5
Logan,2013,Natural,Ground Interface,16,19406.039867567,15681.2955312705,"41.688713000000, -111.753402000000",3,North,3
Salt Lake,2013,Skier,Facets,30,7300.0,4200.0,"40.743290000000, -111.630106000000",3,Northwest,4
Salt Lake,2013,Skier,Density Change,5,9800.0,4800.0,"40.585278000000, -111.686497000000",3,South,9
Salt Lake,2013,Skier,Density Change,4,10700.0,10800.0,"40.590330000000, -111.670232000000",3,South,10
Salt Lake,2013,Skier,New Snow,6,10100.0,4200.0,"40.598313000000, -111.633453000000",3,East,10
Salt Lake,2013,Unknown,New Snow/Old Snow Interface,15,9500.0,1800.0,"40.645610000000, -111.597962000000",3,East,10
Salt Lake,2013,Skier,New Snow/Old Snow Interface,6,10000.0,3000.0,"40.599877000000, -111.634827000000",3,North,11
Moab,2013,Natural,New Snow,36,11800.0,9600.0,"38.501631000000, -109.209251000000",3,Southwest,10
Logan,2013,Snowmobiler,Facets,12,6500.0,1500.0,"41.688745000000, -111.742330000000",3,West,12
Provo,2013,Skier,Wet grains,6,10500.0,21000.0,"40.368978000000, -111.618347000000",3,Southeast,13
Logan,2013,Natural,Ground Interface,18,7600.0,8400.0,"41.896911000000, -111.549768000000",3,West,13
Salt Lake,2013,Natural,Wet grains,36,9900.0,8400.0,"40.640530000000, -111.576891000000",3,East,15
Logan,2013,Natural,Unknown,24,7600.0,9600.0,"41.897166000000, -111.550541000000",3,West,14
Uintas,2013,Skier,Facets,30,10800.0,12000.0,"40.809793000000, -110.953803000000",3,Northeast,18
Uintas,2013,Natural,Depth Hoar,36,9800.0,2400.0,"40.467630000000, -111.107998000000",3,Northeast,15
Salt Lake,2013,Skier,New Snow,8,10100.0,4800.0,"40.604244000000, -111.641994000000",3,North,20
Salt Lake,2013,Skier,Density Change,10,10200.0,4200.0,"40.581888000000, -111.587749000000",3,Northeast,21
Logan,2013,Skier,New Snow/Old Snow Interface,12,9000.0,2400.0,"41.683404000000, -111.696587000000",3,East,21
Salt Lake,2013,Natural,Graupel,10,10500.0,1200.0,"40.591796000000, -111.674566000000",3,Northwest,21
Provo,2013,Snow Bike,New Snow/Old Snow Interface,4,9500.0,3600.0,"40.552059000000, -111.568147000000",3,Southeast,23
Salt Lake,2013,Skier,New Snow,12,10100.0,9600.0,"40.607723000000, -111.643547000000",3,Northeast,23
Salt Lake,2013,Skier,New Snow,9,10100.0,4800.0,"40.594980000000, -111.660876000000",3,Northeast,23
Salt Lake,2013,Natural,New Snow/Old Snow Interface,20,10600.0,18000.0,"40.545309000000, -111.730099000000",3,Northeast,21
Logan,2013,Snowboarder,New Snow/Old Snow Interface,16,9100.0,1200.0,"41.896559000000, -111.659074000000",3,Northeast,23
Salt Lake,2013,Skier,New Snow,6,10200.0,7200.0,"40.600666000000, -111.634333000000",3,Northeast,23
Salt Lake,2013,Skier,Facets,20,10200.0,2400.0,"40.623041000000, -111.668215000000",3,Northeast,23
Salt Lake,2013,Skier,New Snow/Old Snow Interface,10,8800.0,2400.0,"40.612584000000, -111.623282000000",3,East,23
Salt Lake,2013,Skier,New Snow,15,9600.0,8400.0,"40.608144000000, -111.683621000000",3,Northeast,24
Provo,2013,Skier,New Snow/Old Snow Interface,15,9100.0,1800.0,"40.577130000000, -111.577492000000",3,Southeast,24
Salt Lake,2013,Snowboarder,New Snow/Old Snow Interface,12,9800.0,3000.0,"40.605439000000, -111.618956000000",3,North,23
Salt Lake,2013,Skier,New Snow/Old Snow Interface,21,9500.0,4800.0,"40.598802000000, -111.702290000000",3,North,24
Salt Lake,2013,Skier,New Snow/Old Snow Interface,18,10800.0,21000.0,"40.591242000000, -111.666026000000",3,Southeast,25
Moab,2013,Snowmobiler,Facets,48,9800.0,2400.0,"40.812705000000, -110.905523000000",3,North,25
Uintas,2013,Natural,New Snow/Old Snow Interface,10,10200.0,1800.0,"40.839496000000, -111.069245000000",4,Northeast,2
Uintas,2013,Natural,Depth Hoar,48,10600.0,4800.0,"40.843359000000, -111.020236000000",4,Northeast,3
Salt Lake,2013,Snowboarder,New Snow/Old Snow Interface,10,10500.0,4200.0,"40.591046000000, -111.558952000000",4,Northeast,9
Salt Lake,2013,Snowboarder,New Snow/Old Snow Interface,9,9500.0,480.0,"40.597564000000, -111.617575000000",4,Southeast,9
Salt Lake,2013,Skier,New Snow/Old Snow Interface,10,9800.0,7200.0,"40.638517000000, -111.576762000000",4,East,10
Salt Lake,2013,Skier,New Snow/Old Snow Interface,8,9900.0,18000.0,"40.629000000000, -111.666412000000",4,East,11
Uintas,2013,Natural,Facets,60,11000.0,9600.0,"40.732169000000, -110.892992000000",4,North,11
Skyline,2013,Natural,New Snow,1,10500.0,3600.0,"39.519138000000, -111.295280000000",4,Southeast,18
Salt Lake,2013,Skier,New Snow/Old Snow Interface,10,10300.0,3600.0,"40.590395000000, -111.608219000000",4,East,20
Salt Lake,2013,Natural,Density Change,14,10400.0,4200.0,"40.578499000000, -111.598091000000",4,Northeast,20
Salt Lake,2013,Natural,New Snow,6,9800.0,1800.0,"40.650377000000, -111.591182000000",4,Northeast,20
Salt Lake,2013,Snowboarder,New Snow/Old Snow Interface,12,10400.0,12000.0,"40.584189000000, -111.598284000000",4,East,21
Salt Lake,2013,Skier,New Snow/Old Snow Interface,8,10000.0,5400.0,"40.594957000000, -111.652594000000",4,South,21
Salt Lake,2013,Natural,Wet grains,6,11000.0,24000.0,"40.546678000000, -111.724777000000",4,East,21
Logan,2013,Natural,New Snow,7,11200.0,12000.0,"40.709695000000, -111.024613000000",4,East,27
Salt Lake,2013,Natural,Wet grains,18,11000.0,8400.0,"40.532165000000, -111.706624000000",5,Southwest,5
Salt Lake,2009,Skier,New Snow,10,9800.0,3600.0,"40.630598000000, -111.571140000000",11,Northeast,23
Logan,2009,Skier,Unknown,21,9400.0,7200.0,"41.891544000000, -111.661777000000",11,North,23
Logan,2009,Snowboarder,Unknown,11,8200.0,1200.0,"41.891799000000, -111.644697000000",12,North,6
Salt Lake,2009,Skier,Unknown,12,9400.0,9600.0,"0.000000000000, 0.000000000000",12,Northeast,7
Salt Lake,2009,Natural,Facets,6,9900.0,1800.0,"40.599030000000, -111.628904000000",12,North,8
Skyline,2009,Snowmobiler,Facets,42,9500.0,4200.0,"39.610019000000, -111.311674000000",12,East,9
Salt Lake,2009,Skier,Facets,13,9200.0,2400.0,"40.593975000000, -111.622785000000",12,North,12
Salt Lake,2009,Skier,Facets,13,10000.0,1500.0,"40.602321000000, -111.631565000000",12,Northeast,12
Salt Lake,2009,Skier,Facets,16,9200.0,600.0,"40.605677000000, -111.623325000000",12,West,12
Provo,2009,Natural,Facets,15,6100.0,6000.0,"40.350927000000, -111.577749000000",12,Northwest,13
Salt Lake,2009,Natural,Unknown,14,9900.0,7200.0,"40.638935000000, -111.576977000000",12,Northeast,13
Salt Lake,2009,Natural,Facets,16,9400.0,3600.0,"40.645675000000, -111.597877000000",12,Northeast,13
Logan,2009,Snowboarder,Facets,18,8200.0,1200.0,"41.889180000000, -111.641994000000",12,Northeast,13
Provo,2009,Unknown,Facets,30,8200.0,360.0,"40.368520000000, -111.593027000000",12,Northeast,14
Salt Lake,2009,Snowboarder,Facets,36,9500.0,1800.0,"0.000000000000, 0.000000000000",12,North,14
Salt Lake,2009,Skier,Unknown,20,10200.0,5400.0,"40.599351000000, -111.640809000000",12,North,15
Uintas,2009,Natural,Facets,30,9600.0,1200.0,"40.777714000000, -110.885739000000",12,East,15
Salt Lake,2009,Unknown,Facets,42,9400.0,1200.0,"0.000000000000, 0.000000000000",12,Northeast,15
Salt Lake,2009,Skier,Facets,36,9600.0,4800.0,"40.655769000000, -111.613326000000",12,North,16
Salt Lake,2009,Skier,Facets,24,9500.0,2400.0,"40.614604000000, -111.627488000000",12,Northeast,17
Logan,2009,Skier,Facets,24,8800.0,3000.0,"41.886843000000, -111.649435000000",12,North,18
Skyline,2009,Natural,Unknown,24,9900.0,4200.0,"39.571076000000, -111.286096000000",12,East,18
Salt Lake,2009,Skier,Facets,30,10100.0,1800.0,"40.599845000000, -111.643667000000",12,North,20
Skyline,2009,Natural,Unknown,24,9400.0,5400.0,"0.000000000000, 0.000000000000",12,Northeast,23
Logan,2009,Unknown,Facets,36,9500.0,6000.0,"41.894930000000, -111.666069000000",12,Northeast,24
Provo,2009,Skier,Facets,24,9700.0,6000.0,"40.493106000000, -111.716276000000",12,Southwest,26
Provo,2009,Skier,Surface Hoar,2,8000.0,1200.0,"40.371103000000, -111.600022000000",12,Southeast,29
Salt Lake,2009,Skier,Unknown,8,9800.0,4800.0,"40.634571000000, -111.575861000000",12,East,30
Salt Lake,2010,Skier,Unknown,18,9500.0,4800.0,"40.672404000000, -111.626930000000",1,Northeast,1
Logan,2010,Skier,Facets,24,21652.5865123995,4435.5363866242,"0.000000000000, 0.000000000000",1,Southeast,1
Ogden,2010,Skier,Unknown,12,8500.0,3600.0,"40.974520000000, -111.822281000000",1,Northeast,2
Salt Lake,2010,Snowboarder,New Snow/Old Snow Interface,20,9500.0,12000.0,"40.629490000000, -111.664267000000",1,Northeast,2
Logan,2010,Snowmobiler,Facets,18,8700.0,1500.0,"41.699384000000, -111.705594000000",1,East,2
Logan,2010,Skier,Facets,10,8900.0,21000.0,"41.211237000000, -111.880388000000",1,Northeast,2
Ogden,2010,Snowboarder,Facets,10,8000.0,2400.0,"0.000000000000, 0.000000000000",1,Northeast,2
Provo,2010,Skier,Facets,24,10000.0,3600.0,"0.000000000000, 0.000000000000",1,Northeast,3
Provo,2010,Skier,Facets,12,9900.0,3600.0,"0.000000000000, 0.000000000000",1,East,3
Logan,2010,Snowmobiler,Facets,24,8800.0,3000.0,"41.960990000000, -111.651134000000",1,North,3
Salt Lake,2010,Unknown,Facets,12,9100.0,360.0,"0.000000000000, 0.000000000000",1,Northwest,5
Logan,2010,Skier,Facets,15,8700.0,6000.0,"41.886848000000, -111.646757000000",1,North,3
Salt Lake,2010,Snowboarder,Unknown,20,9600.0,7200.0,"40.655281000000, -111.609507000000",1,North,6
Salt Lake,2010,Skier,Unknown,24,10200.0,4800.0,"40.623171000000, -111.667700000000",1,Northeast,7
Logan,2010,Natural,Facets,24,9300.0,2100.0,"41.910800000000, -111.658168000000",1,Northeast,1
Logan,2010,Natural,Facets,36,9600.0,9600.0,"41.902208000000, -111.670013000000",1,Northeast,1
Salt Lake,2010,Skier,Unknown,12,9300.0,3600.0,"0.000000000000, 0.000000000000",1,South,10
Logan,2010,Natural,Facets,18,9000.0,6000.0,"41.955437000000, -111.621480000000",1,Northeast,7
Salt Lake,2010,Skier,Unknown,18,9700.0,7200.0,"40.674742000000, -111.673832000000",1,Northwest,18
Salt Lake,2010,Skier,Facets,30,9300.0,3600.0,"40.606068000000, -111.573415000000",1,North,19
Salt Lake,2010,Skier,Density Change,20,10200.0,6000.0,"40.584235000000, -111.557922000000",1,East,19
Uintas,2010,Skier,Facets,14,10900.0,3600.0,"40.814190000000, -110.915077000000",1,Northeast,19
Salt Lake,2010,Skier,New Snow/Old Snow Interface,12,9700.0,1200.0,"40.631672000000, -111.579809000000",1,Northwest,19
Salt Lake,2010,Skier,Unknown,24,10000.0,7200.0,"40.625158000000, -111.567106000000",1,Northeast,20
Salt Lake,2010,Skier,Unknown,18,10400.0,4800.0,"40.604863000000, -111.643410000000",1,Northeast,20
Salt Lake,2010,Natural,Facets,16,10100.0,4800.0,"40.599291000000, -111.640620000000",1,North,20
Salt Lake,2010,Skier,Facets,24,9800.0,6000.0,"40.657983000000, -111.596632000000",1,Northwest,20
Salt Lake,2010,Skier,Unknown,18,10000.0,720.0,"40.601800000000, -111.616416000000",1,West,20
Salt Lake,2010,Skier,Density Change,10,9500.0,5400.0,"40.585441000000, -111.603627000000",1,North,21
Logan,2010,Snowboarder,Facets,24,8000.0,2400.0,"41.868091000000, -111.666455000000",1,North,21
Salt Lake,2010,Skier,New Snow,18,9600.0,2400.0,"40.597792000000, -111.568909000000",1,Northeast,21
Logan,2010,Skier,Facets,24,8000.0,2400.0,"41.868219000000, -111.666756000000",1,North,21
Salt Lake,2010,Snowboarder,Facets,30,9200.0,7200.0,"40.606720000000, -111.575346000000",1,Northwest,23
Salt Lake,2010,Snowboarder,Unknown,30,9100.0,10800.0,"40.606948000000, -111.575432000000",1,Northwest,22
Logan,2010,Natural,Unknown,60,6000.0,30000.0,"41.679675000000, -112.006774000000",1,Northeast,23
Salt Lake,2010,Skier,Facets,60,9800.0,9600.0,"40.613594000000, -111.668816000000",1,Northeast,23
Salt Lake,2010,Skier,Unknown,24,9600.0,600.0,"40.657099000000, -111.604374000000",1,Southwest,23
Ogden,2010,Unknown,Unknown,10,5800.0,120.0,"0.000000000000, 0.000000000000",1,Unknown,23
Salt Lake,2010,Skier,Facets,36,9600.0,9600.0,"40.655183000000, -111.611180000000",1,North,24
Logan,2010,Natural,Unknown,30,6000.0,4200.0,"41.837755000000, -111.596804000000",1,Northeast,24
Logan,2010,Unknown,Facets,24,6800.0,840.0,"41.949437000000, -111.544747000000",1,West,24
Salt Lake,2010,Unknown,Facets,18,1177.9061883621,4877.728916841,"0.000000000000, 0.000000000000",1,East,24
Salt Lake,2010,Skier,Facets,36,9000.0,12000.0,"0.000000000000, 0.000000000000",1,Northwest,25
Salt Lake,2010,Snowboarder,Facets,36,9900.0,2400.0,"0.000000000000, 0.000000000000",1,East,25
Logan,2010,Natural,Facets,48,8500.0,30000.0,"41.681053000000, -112.016344000000",1,Northeast,23
Uintas,2010,Natural,Facets,3,11000.0,4200.0,"40.871404000000, -110.994873000000",1,North,22
Uintas,2010,Natural,Facets,36,9800.0,12000.0,"0.000000000000, 0.000000000000",1,Northeast,24
Salt Lake,2010,Skier,Facets,36,9800.0,9600.0,"40.673413000000, -111.670833000000",1,Northeast,27
Salt Lake,2010,Skier,Facets,42,9200.0,9600.0,"40.679108000000, -111.686840000000",1,North,27
Logan,2010,Unknown,Facets,48,8400.0,1800.0,"41.901697000000, -111.645980000000",1,East,25
Logan,2010,Natural,Facets,48,9200.0,9600.0,"41.888477000000, -111.651478000000",1,North,24
Salt Lake,2010,Natural,Unknown,36,9600.0,7200.0,"40.541097000000, -111.635445000000",1,East,23
Salt Lake,2010,Skier,Facets,36,9100.0,12000.0,"40.679727000000, -111.687870000000",1,North,28
Salt Lake,2010,Unknown,Unknown,6,6100.0,240.0,"40.627731000000, -111.742201000000",1,Southwest,27
Salt Lake,2010,Snowmobiler,Facets,48,9600.0,4200.0,"41.918373000000, -111.674566000000",1,East,27
Skyline,2010,Natural,Facets,36,10000.0,15000.0,"39.513011000000, -111.276303000000",1,Northeast,25
Salt Lake,2010,Skier,Facets,30,9500.0,12000.0,"40.693915000000, -111.604099000000",1,Northeast,28
Salt Lake,2010,Explosive,Facets,36,9800.0,9600.0,"40.649969000000, -111.586822000000",1,Northeast,23
Provo,2010,Snowmobiler,Facets,36,10000.0,9600.0,"40.581530000000, -111.568522000000",1,North,29
Uintas,2010,Snowmobiler,Facets,3,10100.0,4800.0,"40.813939000000, -110.913506000000",1,Northeast,24
Salt Lake,2010,Snowmobiler,Facets,36,8300.0,1800.0,"41.929001000000, -111.643749000000",1,East,30
Salt Lake,2010,Snowmobiler,Facets,24,8100.0,3600.0,"41.928139000000, -111.635080000000",1,North,30
Ogden,2010,Skier,New Snow/Old Snow Interface,6,6700.0,1200.0,"41.382986000000, -111.769834000000",1,North,31
Salt Lake,2010,Snowboarder,Facets,48,9400.0,1800.0,"40.654011000000, -111.584959000000",2,North,1
Logan,2010,Natural,Facets,48,9500.0,3000.0,"41.972605000000, -111.659074000000",2,East,1
Salt Lake,2010,Unknown,Unknown,18,5600.0,720.0,"0.000000000000, 0.000000000000",2,North,1
Logan,2010,Natural,Facets,54,8600.0,27000.0,"41.811851000000, -111.668644000000",1,Northeast,31
Logan,2010,Snowmobiler,Facets,48,9500.0,6000.0,"41.711907000000, -111.716447000000",1,East,30
Ogden,2010,Skier,Surface Hoar,12,7900.0,4800.0,"0.000000000000, 0.000000000000",1,Northeast,31
Salt Lake,2010,Skier,Unknown,36,7200.0,480.0,"0.000000000000, 0.000000000000",2,Unknown,3
Provo,2010,Skier,Facets,8,10300.0,960.0,"40.500356000000, -111.579123000000",2,North,5
Ogden,2010,Skier,Surface Hoar,20,6500.0,3600.0,"41.381188000000, -111.926351000000",2,Northeast,6
Salt Lake,2010,Skier,Depth Hoar,36,9400.0,3000.0,"0.000000000000, 0.000000000000",2,North,6
Logan,2010,Snowmobiler,Facets,36,8900.0,7200.0,"41.698423000000, -111.693320000000",2,East,6
Ogden,2010,Unknown,Surface Hoar,12,8000.0,720.0,"40.983559000000, -111.822796000000",2,North,7
Logan,2010,Unknown,Facets,24,6000.0,2400.0,"41.835800000000, -111.596499000000",2,Northeast,7
Salt Lake,2010,Skier,Unknown,24,9900.0,21000.0,"40.668921000000, -111.686540000000",2,Northwest,7
Logan,2010,Snowmobiler,Facets,48,9400.0,9600.0,"41.716108000000, -111.704521000000",2,North,7
Logan,2010,Snowmobiler,Facets,54,8900.0,3000.0,"41.702877000000, -111.705422000000",2,Northeast,7
Uintas,2010,Snowmobiler,Facets,36,10400.0,4800.0,"40.833814000000, -111.001396000000",2,Northeast,7
Logan,2010,Unknown,Surface Hoar,12,8000.0,2400.0,"41.681598000000, -111.728725000000",2,North,7
Logan,2010,Snowboarder,Surface Hoar,12,9200.0,8400.0,"0.000000000000, 0.000000000000",2,North,11
Salt Lake,2010,Skier,Surface Hoar,36,9000.0,4800.0,"40.610238000000, -111.711473000000",2,Northeast,12
Logan,2010,Unknown,Surface Hoar,12,8600.0,5400.0,"41.886464000000, -111.643667000000",2,North,12
Salt Lake,2010,Skier,Surface Hoar,6,8800.0,9600.0,"40.697001000000, -111.650401000000",2,North,12
Logan,2010,Skier,Surface Hoar,12,8800.0,6000.0,"41.886145000000, -111.645255000000",2,North,12
Logan,2010,Snowboarder,Surface Hoar,12,7700.0,600.0,"41.953139000000, -111.552987000000",2,East,12
Salt Lake,2010,Skier,Surface Hoar,16,8700.0,7200.0,"40.700515000000, -111.655508000000",2,Northeast,13
Salt Lake,2010,Skier,Surface Hoar,6,8300.0,6000.0,"40.621477000000, -111.693964000000",2,Northeast,13
Salt Lake,2010,Skier,New Snow/Old Snow Interface,8,10400.0,2400.0,"0.000000000000, 0.000000000000",2,South,13
Logan,2010,Skier,Surface Hoar,12,8900.0,15000.0,"41.679002000000, -111.730485000000",2,North,13
Salt Lake,2010,Skier,Unknown,10,8900.0,1800.0,"40.661749000000, -111.638552000000",2,North,13
Salt Lake,2010,Unknown,Unknown,12,9300.0,3000.0,"40.672208000000, -111.658001000000",2,Northeast,13
Salt Lake,2010,Snowboarder,Unknown,6,8500.0,4200.0,"40.673152000000, -111.718383000000",2,North,13
Salt Lake,2010,Skier,Surface Hoar,6,9000.0,2400.0,"0.000000000000, 0.000000000000",2,North,13
Salt Lake,2010,Skier,Surface Hoar,12,9400.0,1200.0,"0.000000000000, 0.000000000000",2,North,14
Salt Lake,2010,Skier,Surface Hoar,7,9600.0,1200.0,"0.000000000000, 0.000000000000",2,Northeast,14
Uintas,2010,Unknown,Facets,24,10400.0,3600.0,"40.846216000000, -111.064997000000",2,Northeast,14
Logan,2010,Skier,Surface Hoar,18,8400.0,2400.0,"0.000000000000, 0.000000000000",2,Northeast,14
Salt Lake,2010,Snowboarder,Unknown,18,8700.0,3000.0,"41.919292000000, -111.644790000000",2,North,15
Logan,2010,Skier,Surface Hoar,12,8200.0,2400.0,"41.787697000000, -111.687784000000",2,Northeast,15
Salt Lake,2010,Unknown,Surface Hoar,24,10100.0,1200.0,"40.593523000000, -111.608090000000",2,Northeast,16
Salt Lake,2010,Natural,Unknown,12,10400.0,7200.0,"40.601888000000, -111.667777000000",2,Southeast,16
Provo,2010,Skier,Surface Hoar,12,9700.0,8400.0,"0.000000000000, 0.000000000000",2,Northeast,17
Logan,2010,Snowmobiler,Surface Hoar,30,8600.0,7200.0,"41.679249000000, -111.748715000000",2,North,15
Logan,2010,Unknown,Unknown,8,8800.0,600.0,"41.678928000000, -111.728717000000",2,North,17
Salt Lake,2010,Skier,Surface Hoar,10,9000.0,600.0,"40.618839000000, -111.689329000000",2,Northeast,19
Uintas,2010,Snowmobiler,Depth Hoar,36,10000.0,3600.0,"40.802863000000, -110.970325000000",2,Northeast,19
Salt Lake,2010,Unknown,New Snow/Old Snow Interface,12,9900.0,6000.0,"0.000000000000, 0.000000000000",2,North,19
Uintas,2010,Natural,Unknown,12,11400.0,4200.0,"40.692901000000, -110.906678000000",2,South,20
Salt Lake,2010,Skier,Unknown,12,10200.0,9600.0,"40.597592000000, -111.649585000000",2,Northwest,20
Salt Lake,2010,Unknown,Unknown,14,10100.0,4800.0,"40.595381000000, -111.652679000000",2,North,20
Salt Lake,2010,Skier,Surface Hoar,15,9200.0,1800.0,"0.000000000000, 0.000000000000",2,North,20
Salt Lake,2010,Skier,Surface Hoar,14,8400.0,15000.0,"0.000000000000, 0.000000000000",2,North,20
Ogden,2010,Snowboarder,Unknown,18,9400.0,9600.0,"0.000000000000, 0.000000000000",2,North,20
Salt Lake,2010,Skier,Facets,15,10100.0,3000.0,"40.598053000000, -111.665125000000",2,Northeast,19
Salt Lake,2010,Unknown,Surface Hoar,12,8800.0,3000.0,"0.000000000000, 0.000000000000",2,North,21
Salt Lake,2010,Skier,Surface Hoar,24,8600.0,1800.0,"0.000000000000, 0.000000000000",2,West,21
Logan,2010,Snowmobiler,New Snow/Old Snow Interface,19,9400.0,2400.0,"41.893476000000, -111.663687000000",2,Northeast,21
Ogden,2010,Skier,New Snow/Old Snow Interface,16,8900.0,24000.0,"0.000000000000, 0.000000000000",2,Northeast,21
Salt Lake,2010,Skier,Surface Hoar,12,8600.0,600.0,"0.000000000000, 0.000000000000",2,Northeast,22
Provo,2010,Skier,Surface Hoar,18,9600.0,3600.0,"0.000000000000, 0.000000000000",2,Northeast,22
Salt Lake,2010,Skier,Unknown,12,8800.0,2400.0,"0.000000000000, 0.000000000000",2,Northeast,22
Ogden,2010,Skier,Surface Hoar,12,7800.0,6000.0,"0.000000000000, 0.000000000000",2,Northeast,22
Logan,2010,Natural,Surface Hoar,12,8400.0,3000.0,"41.888094000000, -111.640792000000",2,North,15
Logan,2010,Snowmobiler,Surface Hoar,18,8400.0,600.0,"41.901601000000, -111.646066000000",2,East,19
Logan,2010,Snowmobiler,Unknown,20,9200.0,3000.0,"41.910294000000, -111.663537000000",2,East,19
Salt Lake,2010,Skier,Surface Hoar,20,9000.0,720.0,"0.000000000000, 0.000000000000",2,North,22
Salt Lake,2010,Unknown,Surface Hoar,12,9000.0,2400.0,"0.000000000000, 0.000000000000",2,North,23
Uintas,2010,Skier,Surface Hoar,12,10400.0,2400.0,"40.844983000000, -110.998650000000",2,North,23
Logan,2010,Snowmobiler,Surface Hoar,12,8700.0,2400.0,"41.886523000000, -111.646131000000",2,North,23
Provo,2010,Unknown,Surface Hoar,14,9800.0,9600.0,"40.416796000000, -111.629634000000",2,Northeast,23
Salt Lake,2010,Skier,Surface Hoar,15,8300.0,12000.0,"0.000000000000, 0.000000000000",2,North,24
